lccn,issn,notes and questions,objectid,pres_file,display_template,parentid,object_location,filename,image_small,image_thumb,object_pdf,title,"note (marc 521, 550)african americans|http://id.worldcat.org/fast/799558",publisher,publisher_uri,frequency,issuance_start,issuance_end,rightsstatement,rights,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,image_alt_text,contributing_institution,contributing_institution_uri,collectionid,type,format,language,creator,contributor,date,description,disclaimer,extent,genre,genre_uri,subject,subject_uri,location,location_uri,latitude,longitude,coordinates,chronological_subject,ark,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes
,,,bystander1911061601i1,,child,bystander1911061601,,1911061601_1175.jp2,1911061601_1175_sm.jp2,1911061601_1175_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911061601i2,,child,bystander1911061601,,1911061601_1176.jp2,1911061601_1176_sm.jp2,1911061601_1176_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911061601i3,,child,bystander1911061601,,1911061601_1177.jp2,1911061601_1177_sm.jp2,1911061601_1177_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911061601i4,,child,bystander1911061601,,1911061601_1178.jp2,1911061601_1178_sm.jp2,1911061601_1178_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911061601i5,,child,bystander1911061601,,1911061601_1179.jp2,1911061601_1179_sm.jp2,1911061601_1179_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911061601i6,,child,bystander1911061601,,1911061601_1180.jp2,1911061601_1180_sm.jp2,1911061601_1180_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911061601i7,,child,bystander1911061601,,1911061601_1181.jp2,1911061601_1181_sm.jp2,1911061601_1181_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911061601i8,,child,bystander1911061601,,1911061601_1182.jp2,1911061601_1182_sm.jp2,1911061601_1182_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1911062301,,complex,,,1911062301_1183.jp2,1911062301_1183_sm.jp2,1911062301_1183_th.jp2,1911062301.pdf,"Iowa State Bystander. volume 18, issue 02, June, 23, 1911",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",6/23/1911,"Contents include but are not limited to local news, social events, community updates, and organizational activities primarily within the African American community. It covers personal health reports, club meetings, church conventions, election of officers in various associations, social gatherings, real estate advertisements, and cultural events such as lectures and dances. The paper also includes detailed programs for religious conventions, political and legal news including President Taft’s message to Congress on food and drug laws, Senate tariff battles, and high-profile court cases. Additionally, it reports on national and international events like King George V’s coronation in London, aviation accidents in France, and discoveries related to the USS Maine. There are also advertisements for medicines, services, and products, along with inspirational and practical advice columns. Overall, the document provides a rich snapshot of early 20th-century African American life, civic engagement, and broader societal happenings.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African American newspapers; Iowa--Des Moines; African Americans--Social life and customs; African Americans--Religion; African Americans--Politics and government; African American women--Societies and clubs; African Americans--Housing; African American civic leaders; Presidents; Taft, William H. (William Howard), 1857-1930; Tariff--Law and legislation; Elections--Corrupt practices; Aeronautics; Great Britain. Army; Mexico; Clubs; Real property","http://id.worldcat.org/fast/799278; http://id.worldcat.org/fast/1205836; http://id.worldcat.org/fast/799703; http://id.worldcat.org/fast/799689; http://id.worldcat.org/fast/799659; http://id.worldcat.org/fast/799469; http://id.worldcat.org/fast/799626; http://id.worldcat.org/fast/799092; http://id.worldcat.org/fast/1075723; ; ; http://id.worldcat.org/fast/31956""; http://id.worldcat.org/fast/1143167; http://id.worldcat.org/fast/904333; http://id.worldcat.org/fast/798293; http://id.worldcat.org/fast/533555; http://id.worldcat.org/fast/1211700; http://id.worldcat.org/fast/864940; http://id.worldcat.org/fast/1091096",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",,,,,,,,
,,,bystander1911062301i1,,child,bystander1911062301,,1911062301_1183.jp2,1911062301_1183_sm.jp2,1911062301_1183_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911062301i2,,child,bystander1911062301,,1911062301_1184.jp2,1911062301_1184_sm.jp2,1911062301_1184_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911062301i3,,child,bystander1911062301,,1911062301_1185.jp2,1911062301_1185_sm.jp2,1911062301_1185_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911062301i4,,child,bystander1911062301,,1911062301_1186.jp2,1911062301_1186_sm.jp2,1911062301_1186_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1911063001,,complex,,,1911063001_1187.jp2,1911063001_1187_sm.jp2,1911063001_1187_th.jp2,1911063001.pdf,"Iowa State Bystander. volume 18, issue 03, June, 30, 1911",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",6/30/1911,"Contents include but are not limited to  local news, social events, club meetings, and community updates from various towns in Iowa and nearby states, highlighting activities such as church picnics, educational pursuits, and social gatherings. The paper also reports on significant cultural events like the George Walker Memorial musical performance in Washington, D.C., featuring prominent Black artists, and discusses broader topics including race relations, political speeches, and progress within the African American community. Advertisements for products, services, and opportunities for African Americans are interspersed throughout, alongside editorials and literary contributions emphasizing uplift, education, and racial pride. The overall tone reflects a vibrant, engaged Black community focused on social improvement, cultural expression, and mutual support during the early 20th century.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African American newspapers; Iowa--Des Moines; African Americans--Social life and customs; African Americans--Education; African American churches; African American musicians; African American theater; Musical instruments; Race relations; Civil rights; Political participation; African American fraternal organizations; Vocational education; African Americans--Legal status, laws, etc.","http://id.worldcat.org/fast/799278; http://id.worldcat.org/fast/1205836; http://id.worldcat.org/fast/799703; http://id.worldcat.org/fast/799600; http://id.worldcat.org/fast/799090; http://id.worldcat.org/fast/799273; http://id.worldcat.org/fast/799418; http://id.worldcat.org/fast/1030728; http://id.worldcat.org/fast/1086509; http://id.worldcat.org/fast/862627; http://id.worldcat.org/fast/1069386; http://id.worldcat.org/fast/1739137; http://id.worldcat.org/fast/1168486; ; ; http://id.worldcat.org/fast/799632""; http://id.worldcat.org/fast/797511; http://id.worldcat.org/fast/797973",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",,,,,,,,
,,,bystander1911063001i1,,child,bystander1911063001,,1911063001_1187.jp2,1911063001_1187_sm.jp2,1911063001_1187_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911063001i2,,child,bystander1911063001,,1911063001_1188.jp2,1911063001_1188_sm.jp2,1911063001_1188_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911063001i3,,child,bystander1911063001,,1911063001_1189.jp2,1911063001_1189_sm.jp2,1911063001_1189_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911063001i4,,child,bystander1911063001,,1911063001_1190.jp2,1911063001_1190_sm.jp2,1911063001_1190_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1911070701,,complex,,,1911070701_1191.jp2,1911070701_1191_sm.jp2,1911070701_1191_th.jp2,1911070701.pdf,"Iowa State Bystander. volume 18, issue 01, July, 07, 1911",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",7/7/1911,"Contents included but are not limited to local news and social updates from various Iowa cities such as Des Moines, Ottumwa, Davenport, Keokuk, and Buxton, including community events, church activities, personal visits, weddings, and health reports. The paper highlights cultural programs like piano recitals and lyceum meetings, discusses organizational changes in local associations, and promotes upcoming gatherings. It also features commendations for the Bystander’s special Iowa edition, emphasizing its importance to the African American community in Iowa. Additionally, there are editorials on race relations, education, and calls for fair treatment and equal opportunity for African Americans. The issue includes national and international news briefs, legal and political updates, advertisements, and practical advice columns.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African American newspapers; African Americans--Social life and customs; African Americans--Education; African Americans--Civil rights; African Americans--Politics and government; African American business enterprises; African American churches; African American fraternal organizations; Race relations; African American students; Religion; Sunday schools; National Association for the Advancement of Colored People; Lyceums; African Americans--Legal status, laws, etc.","http://id.worldcat.org/fast/799278; http://id.worldcat.org/fast/799703; http://id.worldcat.org/fast/799600; http://id.worldcat.org/fast/799575; http://id.worldcat.org/fast/799659; http://id.worldcat.org/fast/799060; http://id.worldcat.org/fast/799090; http://id.worldcat.org/fast/1739137; http://id.worldcat.org/fast/1086509; http://id.worldcat.org/fast/799375; http://id.worldcat.org/fast/1093763; http://id.worldcat.org/fast/1138643; http://id.worldcat.org/fast/543609; http://id.worldcat.org/fast/1004188; ; ; http://id.worldcat.org/fast/799632""; http://id.worldcat.org/fast/796238; http://id.worldcat.org/fast/797511; http://id.worldcat.org/fast/934063; http://id.worldcat.org/fast/952743; http://id.worldcat.org/fast/1121223; http://id.worldcat.org/fast/983666; http://id.worldcat.org/fast/990036; http://id.worldcat.org/fast/1149354; http://id.worldcat.org/fast/796296; http://id.worldcat.org/fast/921600; http://id.worldcat.org/fast/1173328; http://id.worldcat.org/fast/933427",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",,,,,,,,
,,,bystander1911070701i1,,child,bystander1911070701,,1911070701_1191.jp2,1911070701_1191_sm.jp2,1911070701_1191_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911070701i2,,child,bystander1911070701,,1911070701_1193.jp2,1911070701_1193_sm.jp2,1911070701_1193_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911070701i3,,child,bystander1911070701,,1911070701_1194.jp2,1911070701_1194_sm.jp2,1911070701_1194_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911070701i4,,child,bystander1911070701,,1911070701_1195.jp2,1911070701_1195_sm.jp2,1911070701_1195_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911070701i5,,child,bystander1911070701,,1911070701_1196.jp2,1911070701_1196_sm.jp2,1911070701_1196_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1911071401,,complex,,,1911071401_1197.jp2,1911071401_1197_sm.jp2,1911071401_1197_th.jp2,1911071401.pdf,"Iowa State Bystander. volume 18, issue 05, July, 14, 1911",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",7/14/1911,"Contents included but are not limited to local social news, church activities, club meetings, personal visits, health notices, and community celebrations. There are reports of significant incidents like fires destroying college dormitories, train wrecks with casualties, political and labor unrest, and natural disasters including forest fires in Canada. The text also features speeches and reflections on race relations, emphasizing the progress and leadership of African Americans in education, religion, and society, notably highlighting the role of black ministers and educators in uplifting their communities both domestically and abroad. Additionally, it contains advertisements, announcements for upcoming events, and editorials promoting unity, perseverance, and Christian values within the African American population.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African American newspapers; African American press; Advertising, Newspaper; Advice columns; African Americans--Social life and customs; Community leadership; Youth--Societies and clubs; Clubs; Meetings; Anniversaries; Birth announcements; Obituaries; Funeral service; Weddings; Luncheons; African American clergy; African American Baptists; Religion; Christian life; African Americans--Education; Education; Vocational education; Educational fund raising; Race relations; African American civic leaders; African American politicians; Political candidates; Accidents; Fires; Forest fires--Prevention and control; Natural disasters; Labor disputes; African Americans--Employment; Job creation; Small business; African American business enterprises; Foreign news; Migration, Internal","http://id.worldcat.org/fast/799278; http://id.worldcat.org/fast/799314; ; http://id.worldcat.org/fast/797938""; http://id.worldcat.org/fast/797973; http://id.worldcat.org/fast/799703; http://id.worldcat.org/fast/871020; http://id.worldcat.org/fast/1183541; http://id.worldcat.org/fast/864940; http://id.worldcat.org/fast/1015496; http://id.worldcat.org/fast/809757; http://id.worldcat.org/fast/833143; http://id.worldcat.org/fast/1042781; http://id.worldcat.org/fast/936257; http://id.worldcat.org/fast/1173328; http://id.worldcat.org/fast/1003728; http://id.worldcat.org/fast/799094; http://id.worldcat.org/fast/798965; http://id.worldcat.org/fast/1093763; http://id.worldcat.org/fast/859185; http://id.worldcat.org/fast/799600; http://id.worldcat.org/fast/902499; http://id.worldcat.org/fast/1168486; http://id.worldcat.org/fast/903460; http://id.worldcat.org/fast/1086509; http://id.worldcat.org/fast/799092; http://id.worldcat.org/fast/799310; http://id.worldcat.org/fast/1069218; http://id.worldcat.org/fast/795270; http://id.worldcat.org/fast/925697; http://id.worldcat.org/fast/932156; http://id.worldcat.org/fast/1033994; http://id.worldcat.org/fast/989929; http://id.worldcat.org/fast/799610; http://id.worldcat.org/fast/983666; http://id.worldcat.org/fast/1121223; http://id.worldcat.org/fast/799060; http://id.worldcat.org/fast/931863; ; http://id.worldcat.org/fast/1020741""",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",,,,,,,,
,,,bystander1911071401i1,,child,bystander1911071401,,1911071401_1197.jp2,1911071401_1197_sm.jp2,1911071401_1197_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911071401i2,,child,bystander1911071401,,1911071401_1198.jp2,1911071401_1198_sm.jp2,1911071401_1198_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911071401i3,,child,bystander1911071401,,1911071401_1199.jp2,1911071401_1199_sm.jp2,1911071401_1199_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911071401i4,,child,bystander1911071401,,1911071401_1200.jp2,1911071401_1200_sm.jp2,1911071401_1200_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1911072101,,complex,,,1911072101_1201.jp2,1911072101_1201_sm.jp2,1911072101_1201_th.jp2,1911072101.pdf,"Iowa State Bystander. volume 18, issue 06, July, 21, 1911",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",7/21/1911,"Contents included but are not limited to African American community news, social events, church activities, and notable obituaries primarily from Iowa and surrounding areas. It highlights local club meetings, religious conventions (notably the Western Baptist Convention), social gatherings, and personal visits among families. Prominent figures such as Robert T. Motts, a successful Chicago businessman, are memorialized. The text also covers broader topics including educational achievements at Fisk University with an address by Charles E. Stowe, practical agricultural advice on sorghum planting during hay shortages, political developments like election reform legislation, and national issues such as federal regulation of corporations and public health updates. Interspersed are cultural notes, humorous anecdotes, and editorials urging economic self-reliance and community uplift within the African American population.",,3 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans--Social life and customs; Meetings; Clubs; Youth--Societies and clubs; Anniversaries; Funeral service; Obituaries; Weddings; African American churches; African American clergy; Baptist associations; Western Baptist Bible College; Religion; Christian life; African Americans--Education; African American college teachers; Fisk University; Commencement ceremonies; Education; Education--Political aspects; Moton, Robert Russa, 1867-1940; Agriculture; Farmers; Food supply; Economic policy; Small business; Job creation; Community-based social services; Political candidates; Health; African American orators; Middle West; Race relations; Civil rights; Equality; Social change; Social movements","http://id.worldcat.org/fast/799703; http://id.worldcat.org/fast/1015496; http://id.worldcat.org/fast/864940; http://id.worldcat.org/fast/1183541; http://id.worldcat.org/fast/809757; http://id.worldcat.org/fast/936257; http://id.worldcat.org/fast/1042781; http://id.worldcat.org/fast/1173328; http://id.worldcat.org/fast/799090; http://id.worldcat.org/fast/799094; http://id.worldcat.org/fast/827267; http://id.worldcat.org/fast/722891; http://id.worldcat.org/fast/1093763; http://id.worldcat.org/fast/859185; http://id.worldcat.org/fast/799600; http://id.worldcat.org/fast/799112; http://id.worldcat.org/fast/531722; http://id.worldcat.org/fast/869276; http://id.worldcat.org/fast/902499; http://id.worldcat.org/fast/902728; ; ; http://id.worldcat.org/fast/98593""; http://id.worldcat.org/fast/801355; http://id.worldcat.org/fast/921321; http://id.worldcat.org/fast/931196; http://id.worldcat.org/fast/902025; http://id.worldcat.org/fast/1121223; http://id.worldcat.org/fast/983666; http://id.worldcat.org/fast/1199963; http://id.worldcat.org/fast/1069218; http://id.worldcat.org/fast/952743; http://id.worldcat.org/fast/799284; http://id.worldcat.org/fast/1240052; http://id.worldcat.org/fast/1086509; http://id.worldcat.org/fast/862627; http://id.worldcat.org/fast/914456; http://id.worldcat.org/fast/1122310; http://id.worldcat.org/fast/1122657",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",,,,,,,,
,,,bystander1911072101i1,,child,bystander1911072101,,1911072101_1201.jp2,1911072101_1201_sm.jp2,1911072101_1201_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911072101i2,,child,bystander1911072101,,1911072101_1202.jp2,1911072101_1202_sm.jp2,1911072101_1202_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911072101i3,,child,bystander1911072101,,1911072101_1203.jp2,1911072101_1203_sm.jp2,1911072101_1203_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911072101i4,,child,bystander1911072101,,1911072101_1204.jp2,1911072101_1204_sm.jp2,1911072101_1204_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1911072801,,complex,,,1911072801_1205.jp2,1911072801_1205_sm.jp2,1911072801_1205_th.jp2,1911072801.pdf,"Iowa State Bystander. volume 18, issue 07, July, 28, 1911",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",7/28/1911,"Contents included but are not limited to covering local news, social events, church activities, community gatherings, and notable personalities across various Iowa towns and nearby states. It includes reports on picnics, visits, illnesses, club meetings, and religious services within Black communities in Des Moines, Keokuk, Davenport, Albia, Ottumwa, St. Paul, and other cities. The paper also features a serialized story chapter, advertisements for local businesses, notices about upcoming events like fairs and celebrations, and an important commencement address by Congressman Taylor at Washington High School emphasizing education, race pride, and progress for African Americans. Additionally, there are national news snippets on legal investigations into trusts, health advisories, and cultural observations.",,3 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African American newspapers; African American press; Advertising; Advice columns; Black newspapers; Cities and towns--Social life and customs; Clubs; Meetings; Birthdays; Race relations; Equality; Community leadership; Social change; Social movements,http://id.worldcat.org/fast/799278; http://id.worldcat.org/fast/799314; http://id.worldcat.org/fast/797511; http://id.worldcat.org/fast/797973; http://id.worldcat.org/fast/833736; http://id.worldcat.org/fast/861845; http://id.worldcat.org/fast/864940; http://id.worldcat.org/fast/1015496; http://id.worldcat.org/fast/833277; http://id.worldcat.org/fast/1086509; http://id.worldcat.org/fast/914456; http://id.worldcat.org/fast/871020; http://id.worldcat.org/fast/1122310; http://id.worldcat.org/fast/1122657,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",,,,,,,,
,,,bystander1911072801i1,,child,bystander1911072801,,1911072801_1205.jp2,1911072801_1205_sm.jp2,1911072801_1205_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911072801i2,,child,bystander1911072801,,1911072801_1206.jp2,1911072801_1206_sm.jp2,1911072801_1206_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911072801i3,,child,bystander1911072801,,1911072801_1207.jp2,1911072801_1207_sm.jp2,1911072801_1207_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911072801i4,,child,bystander1911072801,,1911072801_1208.jp2,1911072801_1208_sm.jp2,1911072801_1208_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1911080401,,complex,,,1911080401_1209.jp2,1911080401_1209_sm.jp2,1911080401_1209_th.jp2,1911080401.pdf,"Iowa State Bystander. volume 18, issue 08, August, 04, 1911",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",8/4/1911,"Contents included but are not limited to African American community news, social events, church activities, and personal announcements. It includes reports on social gatherings, club meetings, health updates, and notable visitors, alongside broader regional news from nearby cities like Chicago, Davenport, and Moline, highlighting prominent churches, leaders, and businesses in the Black communities. The paper also features serialized fiction, advertisements for hair care products and services, legal notices including divorce filings, and national news such as labor strikes, political movements, and innovations like mobile fireless kitchens. Overall, it reflects the vibrant social, religious, and economic life of African Americans in early 20th-century Midwestern towns, emphasizing community solidarity, cultural pride, and ongoing struggles for progress and recognition.",,3 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African American newspapers; Black newspapers; African American press; Advertising, Newspaper; African Americans--Social life and customs; Clubs; Community-based social services; Meetings; African American churches; Christian life; Religion; Folk tales; Lyceums; African American business enterprises; Advertising--Hair preparations; Advertising--Clothing and dress; Advertising--Medicine; Actions and defenses; Court decisions and opinions; African Americans--Legal status, laws, etc.","http://id.worldcat.org/fast/799278; http://id.worldcat.org/fast/833736; http://id.worldcat.org/fast/799314; ; http://id.worldcat.org/fast/797938""; http://id.worldcat.org/fast/799703; http://id.worldcat.org/fast/864940; http://id.worldcat.org/fast/1199963; http://id.worldcat.org/fast/1015496; http://id.worldcat.org/fast/799090; http://id.worldcat.org/fast/859185; http://id.worldcat.org/fast/1093763; http://id.worldcat.org/fast/1921662; http://id.worldcat.org/fast/1004188; http://id.worldcat.org/fast/799060; http://id.worldcat.org/fast/2002340; http://id.worldcat.org/fast/797583; http://id.worldcat.org/fast/797698; http://id.worldcat.org/fast/796238; http://id.worldcat.org/fast/1774257; ; ; http://id.worldcat.org/fast/799632""; http://id.worldcat.org/fast/799307; http://id.worldcat.org/fast/2072022; http://id.worldcat.org/fast/799600; http://id.worldcat.org/fast/799375; http://id.worldcat.org/fast/1086509; http://id.worldcat.org/fast/799666; http://id.worldcat.org/fast/871020; http://id.worldcat.org/fast/1205836; http://id.worldcat.org/fast/1204048",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",,,,,,,,
,,,bystander1911080401i1,,child,bystander1911080401,,1911080401_1209.jp2,1911080401_1209_sm.jp2,1911080401_1209_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911080401i2,,child,bystander1911080401,,1911080401_1210.jp2,1911080401_1210_sm.jp2,1911080401_1210_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911080401i3,,child,bystander1911080401,,1911080401_1211.jp2,1911080401_1211_sm.jp2,1911080401_1211_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1911080401i4,,child,bystander1911080401,,1911080401_1212.jp2,1911080401_1212_sm.jp2,1911080401_1212_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
